Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
75792,Intel® Xeon® Processor E5-2637 v2,Q3'13,4,3.80 GHz,3.50 GHz,15 MB Intel® Smart Cache,130 W
75267,Intel® Xeon® Processor E5-2640 v2,Q3'13,8,2.50 GHz,2.00 GHz,20 MB Intel® Smart Cache,95 W
75268,Intel® Xeon® Processor E5-2643 v2,Q3'13,6,3.80 GHz,3.50 GHz,25 MB Intel® Smart Cache,130 W
76159,Intel® Xeon® Processor E5-2648L v2,Q3'13,10,2.50 GHz,1.90 GHz,25 MB Intel® Smart Cache,70 W
75269,Intel® Xeon® Processor E5-2650 v2,Q3'13,8,3.40 GHz,2.60 GHz,20 MB Intel® Smart Cache,95 W
75270,Intel® Xeon® Processor E5-2650L v2,Q3'13,10,2.10 GHz,1.70 GHz,25 MB Intel® Smart Cache,70 W
76160,Intel® Xeon® Processor E5-2658 v2,Q3'13,10,3.00 GHz,2.40 GHz,25 MB Intel® Smart Cache,95 W
75272,Intel® Xeon® Processor E5-2660 v2,Q3'13,10,3.00 GHz,2.20 GHz,25 MB Intel® Smart Cache,95 W
75273,Intel® Xeon® Processor E5-2667 v2,Q3'13,8,4.00 GHz,3.30 GHz,25 MB Intel® Smart Cache,130 W
75275,Intel® Xeon® Processor E5-2670 v2,Q3'13,10,3.30 GHz,2.50 GHz,25 MB Intel® Smart Cache,115 W
75277,Intel® Xeon® Processor E5-2680 v2,Q3'13,10,3.60 GHz,2.80 GHz,25 MB Intel® Smart Cache,115 W
76161,Intel® Xeon® Processor E5-2687W v2,Q3'13,8,4.00 GHz,3.40 GHz,25 MB Intel® Smart Cache,150 W
75279,Intel® Xeon® Processor E5-2690 v2,Q3'13,10,3.60 GHz,3.00 GHz,25 MB Intel® Smart Cache,130 W
75281,Intel® Xeon® Processor E5-2695 v2,Q3'13,12,3.20 GHz,2.40 GHz,30 MB Intel® Smart Cache,115 W
75283,Intel® Xeon® Processor E5-2697 v2,Q3'13,12,3.50 GHz,2.70 GHz,30 MB Intel® Smart Cache,130 W
